Currency,Asks MEXC,Bids MEXC,Asks GateIo,Bids GateIo,Asks HUOBI,Bids HUOBI,Asks Ascendex,Bids Ascendex
LTC,83.82,83.81,83.89,83.87,83.86,83.84,u,u,Ask:GateIo/Bid:MEXC: 0.095%,Ask:HUOBI/Bid:MEXC: 0.059%,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.059%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
ADA,0.38,0.3799,0.38029,0.38018,0.380413,0.380352,0.38059,0.37984,Ask:GateIo/Bid:MEXC: 0.102%,Ask:HUOBI/Bid:MEXC: 0.135%,Ask:Ascendex/Bid:MEXC: 0.181%,Ask:HUOBI/Bid:GateIo: 0.061%,Ask:GateIo/Bid:Ascendex: 0.118%,Ask:HUOBI/Bid:Ascendex: 0.150%
XRP,u,u,0.45771,0.45764,0.45753,0.45744,0.4577,0.45729,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.059%,Ask:GateIo/Bid:Ascendex: 0.091%,Ask:Ascendex/Bid:HUOBI: 0.056%
FIL,unavailable,unavailable,5.1041,5.1013,5.1035,5.1024,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.043%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
GRT,u,u,0.126912,0.126774,0.126895,0.12681,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.095%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
XRD,u,u,0.08706,0.087058,u,u,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,GateIo/HUOBI: unavailable,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
OP,u,u,1.9046,1.9041,1.904,1.9033,1.9082,1.904,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.068%,Ask:Ascendex/Bid:GateIo: 0.215%,Ask:Ascendex/Bid:HUOBI: 0.257%
QNT,u,u,109.911,109.563,u,u,110.84,109.33,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,GateIo/HUOBI: unavailable,Ask:Ascendex/Bid:GateIo: 1.165%,HUOBI/Ascendex: unavailable
GMX,u,u,69.228,69.066,69.1714,69.1191,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.157%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
KAS,u,u,0.025897,0.025831,u,u,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,GateIo/HUOBI: unavailable,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
RETH,u,u,u,u,u,u,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,GateIo/HUOBI: unavailable,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
PAXG,u,u,u,u,u,u,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,GateIo/HUOBI: unavailable,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
CSPR,u,u,0.055733,0.055625,0.0557,0.0556,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.239%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
NEAR,1.768,1.767,1.7698,1.769,1.7693,1.7689,u,u,Ask:GateIo/Bid:MEXC: 0.158%,Ask:HUOBI/Bid:MEXC: 0.130%,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.050%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
AAVE,u,u,69.56,69.51,69.5781,69.5526,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.097%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
ARB,u,u,1.24251,1.24236,1.2422,1.2419,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.049%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
APE,u,u,3.6065,3.6051,3.6064,3.6047,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.049%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
XMR,u,u,156.89,156.85,156.65,156.59,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.191%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
AXS,7.381,7.38,7.389,7.38,7.3839,7.3818,u,u,Ask:GateIo/Bid:MEXC: 0.121%,Ask:HUOBI/Bid:MEXC: 0.052%,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.097%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
STX,u,u,0.71092,0.71027,u,u,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,GateIo/HUOBI: unavailable,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
BSV,u,u,32.564,32.517,32.5328,32.5001,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.196%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
SAND,u,u,0.5481,0.548,0.548053,0.547928,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.031%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
MANA,0.5162,0.5161,0.51646,0.51632,0.5164,0.5161,u,u,Ask:GateIo/Bid:MEXC: 0.069%,Ask:HUOBI/Bid:MEXC: 0.058%,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.069%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
IOTA,u,u,0.199,0.1962,0.1929,0.1926,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 3.322%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
EGLD,u,u,39.366,39.266,39.35,39.3349,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.213%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
XEC,u,u,0.00002744,0.0000274,2.747e-05,2.725e-05,0.0000277,0.0000272,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.697%,Ask:Ascendex/Bid:GateIo: 1.094%,Ask:Ascendex/Bid:HUOBI: 1.651%
CRV,u,u,0.9045,0.9036,0.9049,0.9037,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.143%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
XDC,u,u,0.036697,0.036674,0.036975,0.036802,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.820%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
HBAR,0.0567,0.05669,0.056758,0.056741,0.05676,0.056739,u,u,Ask:GateIo/Bid:MEXC: 0.119%,Ask:HUOBI/Bid:MEXC: 0.123%,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.033%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
TWT,u,u,1.1517,1.1501,u,u,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,GateIo/HUOBI: unavailable,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
LRC,u,u,0.31772,0.31711,0.3176,0.3174,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.154%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
SOL,u,u,22.405,22.4,22.3925,22.3875,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.078%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
INJ,u,u,7.4465,7.4356,7.4406,7.4246,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.294%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
TONCOIN,2.065,2.064,u,u,u,u,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,GateIo/HUOBI: unavailable,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
CAKE,u,u,2.118,2.1148,2.1174,2.1163,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.122%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
LINK,6.941,6.94,6.9458,6.9437,6.9437,6.9427,u,u,Ask:GateIo/Bid:MEXC: 0.083%,Ask:HUOBI/Bid:MEXC: 0.053%,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.044%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
XLM,u,u,0.092744,0.092589,0.09268,0.092677,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.098%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
KAVA,u,u,0.7393,0.7371,0.7393,0.7389,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.298%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
KLAY,u,u,0.2248,0.2243,0.2249,0.2246,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.267%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
LDO,u,u,1.839,1.8378,1.8395,1.8385,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.092%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
LUNC,u,u,0.00009611,0.00009607,9.606e-05,9.595e-05,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.166%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
MATIC,u,u,0.97454,0.97379,0.973608,0.973354,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.121%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
XAUT,u,u,2018.54,2014,2015.97,2009.77,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.436%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
FLR,u,u,0.0283,0.028259,0.0284,0.0282,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.498%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
AR,u,u,7.342,7.325,7.3381,7.3337,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.178%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
CVX,u,u,5.1821,5.1728,5.1913,5.1683,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.357%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
BAT,u,u,0.2321,0.2314,0.2313,0.2308,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.563%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
FTM,u,u,0.41045,0.41031,0.4106,0.4104,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.070%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
DYDX,u,u,2.3998,2.3977,2.4016,2.3996,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.162%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
MINA,u,u,0.59156,0.59063,0.5913,0.5909,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.113%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
MKR,u,u,698.08,696.37,697.31,696.91,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.167%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
NEO,u,u,9.93,9.91,9.93,9.92,9.944,9.91,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.201%,Ask:Ascendex/Bid:GateIo: 0.343%,Ask:Ascendex/Bid:HUOBI: 0.241%
BTC,u,u,28926.5,28926.4,28919.94,28919.93,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.022%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
THETA,u,u,0.9571,0.9561,0.9571,0.9566,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.104%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
FLOW,u,u,0.8502,0.8492,0.8498,0.8489,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.153%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
RUNE,u,u,1.3018,1.2999,u,u,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,GateIo/HUOBI: unavailable,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
BABYDOGE,u,u,0.000000002362,0.0000000023571,2.494e-09,2.481e-09,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 5.807%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
NEXO,u,u,0.7085,0.7035,0.7111,0.709,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 1.080%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
AGIX,u,u,0.28239,0.28227,0.2821,0.2818,0.2834,0.2804,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.209%,Ask:GateIo/Bid:Ascendex: 0.709%,Ask:HUOBI/Bid:Ascendex: 0.606%
DASH,u,u,45.9,45.85,45.83,45.8,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.218%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
ENJ,u,u,0.36788,0.367,0.3673,0.3672,0.3701,0.3654,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.185%,Ask:Ascendex/Bid:GateIo: 0.844%,Ask:Ascendex/Bid:HUOBI: 0.789%
OSMO,u,u,0.7054,0.7023,0.7049,0.7022,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.455%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
EOS,u,u,0.9873,0.9869,0.9866,0.9862,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.111%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
WOO,u,u,0.28015,0.27943,0.27988,0.27972,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.161%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
IMX,u,u,0.86156,0.86011,0.8609,0.8601,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.169%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
OKB,u,u,45.58,45.41,u,u,unavailable,unavailable,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,GateIo/HUOBI: unavailable,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
ZEC,u,u,35.6,35.58,35.62,35.59,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.112%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
XTZ,0.976,0.975,0.9768,0.9748,0.9761,0.9752,u,u,Ask:GateIo/Bid:MEXC: 0.184%,Ask:HUOBI/Bid:MEXC: 0.112%,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.164%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
FLOKI,u,u,0.0000401862,0.0000401159,4.017e-05,4.011e-05,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.189%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
ETHW,u,u,2.4193,2.4155,2.419,2.4146,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.194%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
LUNA,u,u,1.1293,1.1284,1.1285,1.1282,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.097%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
TFUEL,u,u,0.04798,0.04753,u,u,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,GateIo/HUOBI: unavailable,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
XEM,u,u,0.035757,0.03568,0.0357,0.0356,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.441%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
SXP,u,u,0.49061,0.49016,0.4921,0.4916,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.395%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
ENS,u,u,11.213,11.184,11.1926,11.1853,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.247%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
DFI,u,u,0.45537,0.45211,0.4562,0.4542,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:HUOBI/Bid:GateIo: 0.904%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
AUDIO,u,u,0.26912,0.26846,0.2689,0.2686,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,Ask:GateIo/Bid:HUOBI: 0.193%,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
ROSE,u,u,0.057238,0.057145,u,u,u,u,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,GateIo/HUOBI: unavailable,GateIo/Ascendex: unavailable,HUOBI/Ascendex: unavailable
HOT,u,u,0.001778,0.001775,u,u,0.001789,0.001767,MEXC/GateIo: unavailable,MEXC/HUOBI: unavailable,MEXC/Ascendex: unavailable,GateIo/HUOBI: unavailable,Ask:Ascendex/Bid:GateIo: 0.788%,HUOBI/Ascendex: unavailable
